Pathway identifier,Pathway name,# Entities found,# Entities total,Entities ratio,Entities pValue,Entities FDR,# Reactions found,# Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-2672351,"Stimuli-sensing channels",2,117,0.011479591836734694,0.9999900498223757,0.9999900498223757,2,23,0.0028083028083028083,48887,Homo sapiens,"ENSG00000081087;ENSG00000157514;ENSG00000081087;ENSG00000157514","Q86WC4;Q99576","R-HSA-2730959;R-HSA-2682349"
R-HSA-2730905,"Role of LAT2/NTAL/LAB on calcium mobilization",13,284,0.027864992150706435,0.9999919092130474,0.9999919092130474,8,32,0.003907203907203907,48887,Homo sapiens,"ENSG00000141968;ENSG00000171862;ENSG00000117461;ENSG00000134698;ENSG00000186895;ENSG00000134698;ENSG00000105723;ENSG00000169047;ENSG00000171862;ENSG00000179295;ENSG00000179295;ENSG00000169047;ENSG00000105723;ENSG00000186895;ENSG00000213341;ENSG00000138675;ENSG00000117461;ENSG00000138675;ENSG00000213341;ENSG00000111276;ENSG00000184481;ENSG00000141968;ENSG00000184481;ENSG00000111276","P11487;Q92569;P15498;P98177-1;P98177-2;Q06124;P12034-1;P60484;P35568;P49840;P46527;O15111;Q9HCK5","R-HSA-198611;R-HSA-198371;R-HSA-198613;R-HSA-2321904;R-HSA-199456;R-HSA-2318752;R-HSA-2316434;R-HSA-199299"
R-HSA-1236977,"Endosomal/Vacuolar pathway",1,97,0.009517268445839874,0.9999924995930449,0.9999924995930449,1,4,4.884004884004884E-4,48887,Homo sapiens,"ENSG00000136943;ENSG00000136943","O60911","R-HSA-1236948"
R-HSA-5368287,"Mitochondrial translation",3,139,0.013638147566718996,0.999992850428435,0.999992850428435,14,17,0.0020757020757020757,48887,Homo sapiens,"ENSG00000103707;ENSG00000172586;ENSG00000172586;ENSG00000103707;ENSG00000112996;ENSG00000112996","Q9NP92;Q96DP5;Q96BP2","R-HSA-5389857;R-HSA-5419271;R-HSA-5419264;R-HSA-5419261;R-HSA-5419277;R-HSA-5419279;R-HSA-5419273;R-HSA-5389839;R-HSA-5389842;R-HSA-5389841;R-HSA-5419281;R-HSA-5368279;R-HSA-5389849;R-HSA-5389848"
R-HSA-112314,"Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell",4,158,0.015502354788069073,0.999993947901037,0.999993947901037,10,52,0.006349206349206349,48887,Homo sapiens,"ENSG00000177189;ENSG00000117676;ENSG00000177189;ENSG00000117676;ENSG00000114353;ENSG00000114353;ENSG00000059769","Q15418;P51812;P50151;P04899","R-HSA-170674;R-HSA-500717;R-HSA-442724;R-HSA-170686;R-HSA-170671;R-HSA-392206;R-HSA-442739;R-HSA-444253;R-HSA-170666;R-HSA-1013020"
R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",1,99,0.009713500784929356,0.9999941264712991,0.9999941264712991,1,33,0.00402930402930403,48887,Homo sapiens,"ENSG00000197506;ENSG00000197506","Q9HAS3","R-HSA-109538"
R-HSA-73847,"Purine metabolism",1,100,0.009811616954474097,0.999994802454042,0.999994802454042,1,39,0.004761904761904762,48887,Homo sapiens,"ENSG00000156110;ENSG00000156110","P55263","R-HSA-109624"
R-HSA-72766,"Translation",4,162,0.015894819466248038,0.9999960229687095,0.9999960229687095,26,38,0.00463980463980464,48887,Homo sapiens,"ENSG00000171863;ENSG00000119718;ENSG00000138326;ENSG00000119718;ENSG00000138326;ENSG00000187840;ENSG00000187840;ENSG00000171863","P49770;Q13541;P62081;P62847","R-HSA-72697;R-HSA-141671;R-HSA-72670;R-HSA-72671;R-HSA-157849;R-HSA-156907;R-HSA-1799332;R-HSA-1799335;R-HSA-72691;R-HSA-1799329;R-HSA-156808;R-HSA-141673;R-HSA-1799330;R-HSA-1799326;R-HSA-72621;R-HSA-156915;R-HSA-156912;R-HSA-72622;R-HSA-156823;R-HSA-72619;R-HSA-72673;R-HSA-156923;R-HSA-72672;R-HSA-72722;R-HSA-72676;R-HSA-141691"
R-HSA-76002,"Platelet activation, signaling and aggregation",10,253,0.024823390894819466,0.9999962776642428,0.9999962776642428,53,109,0.013308913308913308,48887,Homo sapiens,"ENSG00000105329;ENSG00000141968;ENSG00000117461;ENSG00000105329;ENSG00000114353;ENSG00000114353;ENSG00000110799;ENSG00000116266;ENSG00000174175;ENSG00000130956;ENSG00000179295;ENSG00000179295;ENSG00000174175;ENSG00000117461;ENSG00000116266;ENSG00000059769;ENSG00000141968;ENSG00000110799;ENSG00000130956","O00186;Q92569;P15498;P50151;Q06124;Q5JVS0;P04275;P16109;P04899;P01137","R-HSA-418581;R-HSA-418579;R-HSA-430158;R-HSA-428752;R-HSA-418576;R-HSA-354149;R-HSA-428750;R-HSA-428749;R-HSA-396941;R-HSA-372705;R-HSA-354165;R-HSA-428909;R-HSA-397891;R-HSA-372697;R-HSA-354124;R-HSA-443402;R-HSA-372693;R-HSA-437162;R-HSA-429441;R-HSA-428918;R-HSA-481044;R-HSA-443418;R-HSA-428917;R-HSA-482772;R-HSA-377644;R-HSA-481010;R-HSA-377641;R-HSA-377640;R-HSA-429415;R-HSA-377643;R-HSA-354087;R-HSA-442273;R-HSA-453200;R-HSA-396996;R-HSA-198284;R-HSA-481007;R-HSA-430096;R-HSA-392195;R-HSA-114683;R-HSA-392202;R-HSA-397835;R-HSA-392187;R-HSA-437936;R-HSA-114552;R-HSA-114558;R-HSA-430076;R-HSA-437118;R-HSA-354073;R-HSA-437932;R-HSA-430073;R-HSA-434633;R-HSA-434637;R-HSA-354066"
R-HSA-425393,"Transport of inorganic cations/anions and amino acids/oligopeptides",3,145,0.01422684458398744,0.9999962895338839,0.9999962895338839,3,67,0.008180708180708181,48887,Homo sapiens,"ENSG00000074803;ENSG00000164889;ENSG00000135740;ENSG00000164889;ENSG00000074803;ENSG00000135740","Q13621;P04920;Q14940","R-HSA-425994;R-HSA-425482;R-HSA-426086"
R-HSA-1474244,"Extracellular matrix organization",13,294,0.028846153846153848,0.999996489082143,0.999996489082143,64,272,0.03321123321123321,48887,Homo sapiens,"ENSG00000135424;ENSG00000163710;ENSG00000138829;ENSG00000105329;ENSG00000187498;ENSG00000041982;ENSG00000140259;ENSG00000151914;ENSG00000151914;ENSG00000147044;ENSG00000110799;ENSG00000135424;ENSG00000105329;ENSG00000138829;ENSG00000136943;ENSG00000041982;ENSG00000113083;ENSG00000132692;ENSG00000110799;ENSG00000147044;ENSG00000163710;ENSG00000136943;ENSG00000113083;ENSG00000187498;ENSG00000132692;ENSG00000140259","P24821;Q96GW7;Q03001-3;P28300;P04275;O14936;P35556;O60911;P55081;Q9UKZ9;Q13683;P01137;P02462","R-HSA-2395320;R-HSA-2002440;R-HSA-2681667;R-HSA-1592387;R-HSA-2396234;R-HSA-2327886;R-HSA-4084912;R-HSA-2485148;R-HSA-1981104;R-HSA-2681681;R-HSA-2002460;R-HSA-2022141;R-HSA-1650808;R-HSA-1454757;R-HSA-2681694;R-HSA-2537499;R-HSA-2328145;R-HSA-2002466;R-HSA-2396399;R-HSA-1980233;R-HSA-2213192;R-HSA-3791149;R-HSA-2213207;R-HSA-2213200;R-HSA-2328048;R-HSA-1604752;R-HSA-2467436;R-HSA-265425;R-HSA-1981157;R-HSA-265426;R-HSA-3788075;R-HSA-2426450;R-HSA-2129357;R-HSA-4539779;R-HSA-2129353;R-HSA-2002401;R-HSA-2327695;R-HSA-2129362;R-HSA-2022073;R-HSA-2750181;R-HSA-2129375;R-HSA-2395364;R-HSA-2514772;R-HSA-4084501;R-HSA-1564142;R-HSA-216058;R-HSA-2327738;R-HSA-1981120;R-HSA-216072;R-HSA-2465883;R-HSA-2089971;R-HSA-2327733;R-HSA-216068;R-HSA-216051;R-HSA-2129385;R-HSA-2731078;R-HSA-1592362;R-HSA-1981128;R-HSA-216064;R-HSA-2395340;R-HSA-216040;R-HSA-2161282;R-HSA-2424246;R-HSA-2395328"
R-HSA-5668914,"Diseases of metabolism",5,181,0.017759026687598115,0.9999969080864634,0.9999969080864634,9,71,0.00866910866910867,48887,Homo sapiens,"ENSG00000132763;ENSG00000001084;ENSG00000007933;ENSG00000001084;ENSG00000124275;ENSG00000111012;ENSG00000124275;ENSG00000111012;ENSG00000007933;ENSG00000132763","O15528;Q9Y4U1;P31513;Q9UBK8;P48506","R-HSA-3321918;R-HSA-3318571;R-HSA-3322140;R-HSA-3318590;R-HSA-3318576;R-HSA-5602186;R-HSA-5602892;R-HSA-3318563;R-HSA-5602966"
R-HSA-5173105,"O-linked glycosylation",1,109,0.010694662480376767,0.9999982715587907,0.9999982715587907,1,17,0.0020757020757020757,48887,Homo sapiens,"ENSG00000178234;ENSG00000178234","Q8NCW6","R-HSA-913675"
R-HSA-2187338,"Visual phototransduction",3,155,0.015208006279434852,0.999998765857092,0.999998765857092,5,85,0.010378510378510378,48887,Homo sapiens,"ENSG00000164024;ENSG00000164024;ENSG00000108786;ENSG00000179399;ENSG00000108786;ENSG00000179399","P53582;P78333;P14061","R-HSA-2429643;R-HSA-2534096;R-HSA-2464803;R-HSA-2404131;R-HSA-2423785"
R-HSA-535734,"Fatty acid, triacylglycerol, and ketone body metabolism",15,335,0.032868916797488226,0.9999989898161443,0.9999989898161443,9,117,0.014285714285714285,48887,Homo sapiens,"ENSG00000106459;ENSG00000106617;ENSG00000112972;ENSG00000065833;ENSG00000187079;ENSG00000131473;ENSG00000152944;ENSG00000155189;ENSG00000187079;ENSG00000112237;ENSG00000160563;ENSG00000065833;ENSG00000112972;ENSG00000106617;ENSG00000112237;ENSG00000176454;ENSG00000155189;ENSG00000131473;ENSG00000106459;ENSG00000018408;ENSG00000152944;ENSG00000160563;ENSG00000018408;ENSG00000176454;ENSG00000159479;ENSG00000159479","Q01581;Q9NUQ2;ENSG00000065833;Q9GZV5;P48163;Q643R3;Q9UGJ0;P28347;Q13503;P24863;Q96G25;Q6P2C8;Q16656;P53396;ENSG00000112972","R-HSA-200423;R-HSA-560473;R-HSA-560517;R-HSA-75885;R-HSA-1989756;R-HSA-1592238;R-HSA-1655848;R-HSA-1989766;R-HSA-75848"
R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",2,137,0.013441915227629513,0.9999990043483887,0.9999990043483887,2,51,0.0062271062271062275,48887,Homo sapiens,"ENSG00000095380;ENSG00000175283;ENSG00000175283;ENSG00000095380","Q9NR45;Q9UPQ8","R-HSA-4084976;R-HSA-446195"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",27,486,0.04768445839874411,0.9999992174657958,0.9999992174657958,17,67,0.008180708180708181,48887,Homo sapiens,"ENSG00000095261;ENSG00000117461;ENSG00000198873;ENSG00000177189;ENSG00000100902;ENSG00000166068;ENSG00000198873;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000117461;ENSG00000059769;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000151617;ENSG00000159352;ENSG00000008018;ENSG00000186895;ENSG00000099341;ENSG00000092010;ENSG00000166484;ENSG00000132670;ENSG00000092010;ENSG00000117676;ENSG00000117676;ENSG00000138675;ENSG00000130810;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000151617;ENSG00000101843;ENSG00000100519;ENSG00000244165;ENSG00000100519;ENSG00000169047;ENSG00000198369;ENSG00000169047;ENSG00000166484;ENSG00000177189;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000108344;ENSG00000101843","P48556;P11487;O43242;P50151;P18433;Q13164;Q96G91;P35568;O00487;Q99436;P20618;Q92569;Q7Z699;P55036;Q7Z698;Q16401;P51812;Q06323;P34947;P25101;Q15418;Q9UNM6;P04275;P62333;P60900;P12034-1;O75832","R-HSA-5658231;R-HSA-5658438;R-HSA-5672978;R-HSA-5672980;R-HSA-416510;R-HSA-379048;R-HSA-199895;R-HSA-749448;R-HSA-5672965;R-HSA-416358;R-HSA-749452;R-HSA-5658424;R-HSA-5672972;R-HSA-198746;R-HSA-5672973;R-HSA-750993;R-HSA-5658430"
R-HSA-1630316,"Glycosaminoglycan metabolism",4,182,0.017857142857142856,0.9999995251867352,0.9999995251867352,34,81,0.00989010989010989,48887,Homo sapiens,"ENSG00000033100;ENSG00000033100;ENSG00000111817;ENSG00000111817;ENSG00000179399;ENSG00000132692;ENSG00000132692;ENSG00000179399","Q9P2E5;Q96GW7;Q9UL01;P78333","R-HSA-2022063;R-HSA-2022061;R-HSA-2076371;R-HSA-1793176;R-HSA-2022056;R-HSA-2018682;R-HSA-2065233;R-HSA-2076611;R-HSA-2076383;R-HSA-1678694;R-HSA-2076419;R-HSA-2022052;R-HSA-2024084;R-HSA-2076508;R-HSA-1667005;R-HSA-2022851;R-HSA-1878002;R-HSA-1971487;R-HSA-2022860;R-HSA-1971482;R-HSA-1971483;R-HSA-2022856;R-HSA-2022065;R-HSA-2018659;R-HSA-1971491;R-HSA-1889981;R-HSA-2022919;R-HSA-2022911;R-HSA-1889978;R-HSA-2024108;R-HSA-2022887;R-HSA-1889955;R-HSA-2024100;R-HSA-2076392"
R-HSA-2871796,"FCERI mediated MAPK activation",21,432,0.0423861852433281,0.9999998105378959,0.9999998105378959,15,59,0.007203907203907204,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000141968;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000180370;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000198369;ENSG00000169047;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000008018;ENSG00000186895;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000180370;ENSG00000138675;ENSG00000138675;ENSG00000141968;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;P11487;O43242;Q06323;P18433;Q13177;P35568;O00487;Q99436;P20618;Q9UNM6;P15498;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658231;R-HSA-5658438;R-HSA-5672978;R-HSA-5672980;R-HSA-2730841;R-HSA-2730840;R-HSA-2730889;R-HSA-5672965;R-HSA-2730892;R-HSA-5658424;R-HSA-2730856;R-HSA-2730887;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
R-HSA-2142753,"Arachidonic acid metabolism",2,153,0.015011773940345368,0.9999998448621003,0.9999998448621003,8,77,0.009401709401709401,48887,Homo sapiens,"ENSG00000108839;ENSG00000176153;ENSG00000176153;ENSG00000108839","P18054;P18283","R-HSA-2161959;R-HSA-2161999;R-HSA-2161946;R-HSA-2161775;R-HSA-2161791;R-HSA-2161794;R-HSA-2161964;R-HSA-2161948"
R-HSA-112315,"Transmission across Chemical Synapses",8,259,0.025412087912087912,0.9999998585003743,0.9999998585003743,23,102,0.012454212454212455,48887,Homo sapiens,"ENSG00000132639;ENSG00000143847;ENSG00000177189;ENSG00000198722;ENSG00000114353;ENSG00000143847;ENSG00000114353;ENSG00000147044;ENSG00000177189;ENSG00000117676;ENSG00000117676;ENSG00000147044;ENSG00000198722;ENSG00000059769;ENSG00000132639","Q15418;O75335;P51812;P50151;O14936;P60880;P04899;O14795","R-HSA-372529;R-HSA-170674;R-HSA-500717;R-HSA-372505;R-HSA-170686;R-HSA-392206;R-HSA-442739;R-HSA-444253;R-HSA-374922;R-HSA-917744;R-HSA-380905;R-HSA-380574;R-HSA-888589;R-HSA-442724;R-HSA-374899;R-HSA-210430;R-HSA-170671;R-HSA-380901;R-HSA-170666;R-HSA-5336443;R-HSA-1013020;R-HSA-210426;R-HSA-380869"
R-HSA-983695,"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",3,176,0.01726844583987441,0.9999998809888024,0.9999998809888024,6,17,0.0020757020757020757,48887,Homo sapiens,"ENSG00000141968;ENSG00000012124;ENSG00000012124;ENSG00000114423;ENSG00000114423;ENSG00000141968","P15498;Q13191;P20273","R-HSA-2076220;R-HSA-983703;R-HSA-1112666;R-HSA-983707;R-HSA-983704;R-HSA-983709"
R-HSA-15869,"Metabolism of nucleotides",5,216,0.02119309262166405,0.999999918229777,0.999999918229777,9,118,0.014407814407814409,48887,Homo sapiens,"ENSG00000122643;ENSG00000171848;ENSG00000048392;ENSG00000106992;ENSG00000156110;ENSG00000171848;ENSG00000122643;ENSG00000106992;ENSG00000048392;ENSG00000156110","Q9H0P0-4;P00568;P55263;Q7LG56;P31350","R-HSA-74220;R-HSA-111804;R-HSA-73548;R-HSA-109624;R-HSA-110141;R-HSA-111742;R-HSA-75125;R-HSA-111751;R-HSA-109449"
R-HSA-983712,"Ion channel transport",5,224,0.02197802197802198,0.9999999649504901,0.9999999649504901,4,40,0.004884004884004884,48887,Homo sapiens,"ENSG00000155097;ENSG00000114573;ENSG00000081087;ENSG00000017260;ENSG00000157514;ENSG00000114573;ENSG00000155097;ENSG00000081087;ENSG00000157514;ENSG00000017260","P98194;Q86WC4;P38606;P21283;Q99576","R-HSA-2730959;R-HSA-5252133;R-HSA-936883;R-HSA-2682349"
R-HSA-1852241,"Organelle biogenesis and maintenance",17,407,0.039933281004709574,0.9999999790207276,0.9999999790207276,54,96,0.011721611721611722,48887,Homo sapiens,"ENSG00000106459;ENSG00000115484;ENSG00000186638;ENSG00000170312;ENSG00000106617;ENSG00000114446;ENSG00000112996;ENSG00000135315;ENSG00000080824;ENSG00000081870;ENSG00000080824;ENSG00000106617;ENSG00000112996;ENSG00000168385;ENSG00000103707;ENSG00000115484;ENSG00000172586;ENSG00000106459;ENSG00000168385;ENSG00000083312;ENSG00000170312;ENSG00000113966;ENSG00000103707;ENSG00000081870;ENSG00000140463;ENSG00000083312;ENSG00000113966;ENSG00000135315;ENSG00000172586;ENSG00000140463;ENSG00000114446","Q92973;ENSG00000106459;Q96RK4;Q15019;Q9H0F7;P06493;Q9NP92;Q9UGJ0;Q96BP2;P07900;Q9NWB7;Q5T7B8;Q16656;P50991;Q96DP5;Q5TB80;Q9Y547","R-HSA-1592242;R-HSA-5625421;R-HSA-5419271;R-HSA-5419264;R-HSA-1592246;R-HSA-1592247;R-HSA-1592244;R-HSA-5625416;R-HSA-1592245;R-HSA-5624126;R-HSA-1592250;R-HSA-5624127;R-HSA-5419277;R-HSA-5624125;R-HSA-5419279;R-HSA-1592249;R-HSA-5419273;R-HSA-1592252;R-HSA-5624952;R-HSA-1592231;R-HSA-5419281;R-HSA-1592232;R-HSA-5625426;R-HSA-5624948;R-HSA-1592238;R-HSA-5624949;R-HSA-5625424;R-HSA-1592236;R-HSA-5624951;R-HSA-2466367;R-HSA-5638009;R-HSA-5626681;R-HSA-2466392;R-HSA-5389857;R-HSA-5626223;R-HSA-5626699;R-HSA-5626220;R-HSA-2466391;R-HSA-5626227;R-HSA-5626228;R-HSA-2466369;R-HSA-5368279;R-HSA-2466370;R-HSA-5617825;R-HSA-5617816;R-HSA-5617820;R-HSA-5419261;R-HSA-5389839;R-HSA-5617815;R-HSA-5624129;R-HSA-5389842;R-HSA-5389841;R-HSA-5389849;R-HSA-5389848"
R-HSA-156580,"Phase II conjugation",5,234,0.02295918367346939,0.999999987936914,0.999999987936914,4,58,0.007081807081807082,48887,Homo sapiens,"ENSG00000001084;ENSG00000100577;ENSG00000168906;ENSG00000213366;ENSG00000001084;ENSG00000168906;ENSG00000124275;ENSG00000213366;ENSG00000100577;ENSG00000124275","P28161;P31153;O43708;Q9UBK8;P48506","R-HSA-174367;R-HSA-176054;R-HSA-5603114;R-HSA-174374"
R-HSA-2871809,"FCERI mediated Ca+2 mobilization",3,197,0.019328885400313973,0.99999998887827,0.99999998887827,8,11,0.001343101343101343,48887,Homo sapiens,"ENSG00000141968;ENSG00000138814;ENSG00000072736;ENSG00000138814;ENSG00000141968;ENSG00000072736","P15498;Q08209;Q12968","R-HSA-2730888;R-HSA-2730849;R-HSA-2730867;R-HSA-2730833;R-HSA-2730847;R-HSA-2730872;R-HSA-2730885;R-HSA-2730858"
R-HSA-416476,"G alpha (q) signalling events",5,235,0.023057299843014127,0.9999999891621918,0.9999999891621918,6,19,0.00231990231990232,48887,Homo sapiens,"ENSG00000198873;ENSG00000151617;ENSG00000151617;ENSG00000117461;ENSG00000198873;ENSG00000117461;ENSG00000244165;ENSG00000059769;ENSG00000130810","Q92569;P50151;Q96G91;P25101;P34947","R-HSA-749448;R-HSA-416358;R-HSA-416510;R-HSA-749452;R-HSA-379048;R-HSA-750993"
R-HSA-1266738,"Developmental Biology",48,801,0.07859105180533751,0.9999999955800297,0.9999999955800297,128,368,0.04493284493284493,48887,Homo sapiens,"ENSG00000095261;ENSG00000010017;ENSG00000177189;ENSG00000187498;ENSG00000106299;ENSG00000125266;ENSG00000213999;ENSG00000100902;ENSG00000182175;ENSG00000180370;ENSG00000129152;ENSG00000196914;ENSG00000166068;ENSG00000129152;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000102978;ENSG00000010017;ENSG00000160563;ENSG00000080824;ENSG00000147799;ENSG00000064489;ENSG00000080824;ENSG00000100902;ENSG00000145362;ENSG00000110799;ENSG00000159352;ENSG00000132670;ENSG00000112237;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000152944;ENSG00000182175;ENSG00000092010;ENSG00000179295;ENSG00000147799;ENSG00000132670;ENSG00000092010;ENSG00000117676;ENSG00000114554;ENSG00000064489;ENSG00000117676;ENSG00000138675;ENSG00000114554;ENSG00000185627;ENSG00000166068;ENSG00000196914;ENSG00000136930;ENSG00000166949;ENSG00000109320;ENSG00000101843;ENSG00000105329;ENSG00000100519;ENSG00000187164;ENSG00000187164;ENSG00000162302;ENSG00000125266;ENSG00000100519;ENSG00000169047;ENSG00000152944;ENSG00000179295;ENSG00000198369;ENSG00000169047;ENSG00000177189;ENSG00000185627;ENSG00000112237;ENSG00000095261;ENSG00000008018;ENSG00000107984;ENSG00000006283;ENSG00000163539;ENSG00000109320;ENSG00000166949;ENSG00000162302;ENSG00000159352;ENSG00000145362;ENSG00000105329;ENSG00000115233;ENSG00000115233;ENSG00000102978;ENSG00000110799;ENSG00000106299;ENSG00000160563;ENSG00000006283;ENSG00000159479;ENSG00000159479;ENSG00000198369;ENSG00000180370;ENSG00000163539;ENSG00000138675;ENSG00000187498;ENSG00000108344;ENSG00000101843","P48556;O43242;P11487;Q9C0H5;P18433;P35568;P84022;Q9NZN5;Q01484;O00487;P02462;Q99436;P20618;P15172;P07900;ENSG00000107984;O75122;Q06124;Q02080;Q7Z699;P55036;Q7Z698;O75676;O00401;Q16401;Q96S59;P51812;Q06323;P19838;Q13177;Q13503;P24863;P19387;Q9UIW2;Q15418;Q96G25;Q6P2C8;Q9UNM6;P52799;A0MZ66;P04275;P62333;O43497;P12034-1;Q96B86;P60900;P01137;O75832","R-HSA-428515;R-HSA-3928640;R-HSA-3928641;R-HSA-5672978;R-HSA-3928644;R-HSA-5672980;R-HSA-3928645;R-HSA-3928647;R-HSA-428522;R-HSA-3928654;R-HSA-3928657;R-HSA-428531;R-HSA-428535;R-HSA-5672965;R-HSA-560472;R-HSA-560473;R-HSA-428536;R-HSA-5672972;R-HSA-5672973;R-HSA-560493;R-HSA-560491;R-HSA-416588;R-HSA-560510;R-HSA-416594;R-HSA-452894;R-HSA-452338;R-HSA-560498;R-HSA-3928580;R-HSA-480470;R-HSA-3928583;R-HSA-3928576;R-HSA-3928577;R-HSA-3928578;R-HSA-3928588;R-HSA-3928591;R-HSA-3928584;R-HSA-3928597;R-HSA-3928598;R-HSA-3928592;R-HSA-3928595;R-HSA-3928594;R-HSA-3928604;R-HSA-3928607;R-HSA-3928601;R-HSA-3928600;R-HSA-3928614;R-HSA-3928615;R-HSA-3928612;R-HSA-3928610;R-HSA-392051;R-HSA-3928623;R-HSA-480509;R-HSA-392751;R-HSA-392054;R-HSA-392053;R-HSA-3928617;R-HSA-3928631;R-HSA-3928628;R-HSA-3928627;R-HSA-3928625;R-HSA-3928624;R-HSA-3928639;R-HSA-3928633;R-HSA-452515;R-HSA-3928632;R-HSA-5658231;R-HSA-480520;R-HSA-448962;R-HSA-448963;R-HSA-173488;R-HSA-480515;R-HSA-381283;R-HSA-381309;R-HSA-428885;R-HSA-5658438;R-HSA-399952;R-HSA-2972977;R-HSA-1225919;R-HSA-1183058;R-HSA-399942;R-HSA-399941;R-HSA-399939;R-HSA-480301;R-HSA-391868;R-HSA-399951;R-HSA-391871;R-HSA-399947;R-HSA-416725;R-HSA-391865;R-HSA-399946;R-HSA-391866;R-HSA-452750;R-HSA-399944;R-HSA-445076;R-HSA-418863;R-HSA-560517;R-HSA-399928;R-HSA-399930;R-HSA-399931;R-HSA-399933;R-HSA-399934;R-HSA-399935;R-HSA-418874;R-HSA-452838;R-HSA-375151;R-HSA-5658424;R-HSA-374673;R-HSA-374675;R-HSA-1535903;R-HSA-5658430;R-HSA-419645;R-HSA-1183003;R-HSA-419644;R-HSA-374696;R-HSA-373739;R-HSA-525833;R-HSA-374692;R-HSA-373736;R-HSA-4093339;R-HSA-170847;R-HSA-4093336;R-HSA-448955;R-HSA-4093332;R-HSA-4093331;R-HSA-452392;R-HSA-1181355;R-HSA-4093330;R-HSA-4093329"
R-HSA-375276,"Peptide ligand-binding receptors",2,194,0.01903453689167975,0.999999998747839,0.999999998747839,3,68,0.008302808302808303,48887,Homo sapiens,"ENSG00000151617;ENSG00000151617;ENSG00000125730;ENSG00000125730","P01024;P25101","R-HSA-444647;R-HSA-964811;R-HSA-388560"
R-HSA-112316,"Neuronal System",10,338,0.03316326530612245,0.9999999987579552,0.9999999987579552,26,122,0.014896214896214897,48887,Homo sapiens,"ENSG00000121361;ENSG00000132639;ENSG00000143847;ENSG00000177189;ENSG00000198722;ENSG00000114353;ENSG00000143847;ENSG00000114353;ENSG00000147044;ENSG00000177189;ENSG00000117676;ENSG00000169282;ENSG00000117676;ENSG00000147044;ENSG00000121361;ENSG00000169282;ENSG00000198722;ENSG00000059769;ENSG00000132639","Q14722;Q15418;O75335;Q15842;P51812;P50151;O14936;P60880;P04899;O14795","R-HSA-372529;R-HSA-170674;R-HSA-170686;R-HSA-444253;R-HSA-442739;R-HSA-1296024;R-HSA-380905;R-HSA-917744;R-HSA-374899;R-HSA-442724;R-HSA-170671;R-HSA-1369017;R-HSA-380901;R-HSA-170666;R-HSA-1013020;R-HSA-372505;R-HSA-500717;R-HSA-392206;R-HSA-374922;R-HSA-1296127;R-HSA-380574;R-HSA-888589;R-HSA-210430;R-HSA-210426;R-HSA-5336443;R-HSA-380869"
